Trial_ID,Run_ID,Lexical_Combo_ID,Condition_Code,Structure,Grammaticality,Sentence_String,Is_Filler,Expected_Verb,Verb_Form,Verb_Lemma,Verb_Type,Subject_Lemma,Subject_Gender,Subject_Number,PP1_Lemma,PP1_Gender,PP1_Number,PP1_Preposition,PP2_Lemma,PP2_Gender,PP2_Number,PP2_Preposition,Delayed_Repetition,Delay_ms,Go_Beep,Audio_Normalization_Note
T037,1,R1_C06,R1_violation_SSP1SP2P_short,short,violation,"Dans l'amphithéâtre, derrière les églises, l'acteur boivent un café.",False,boit,boivent,boire,lexical_3,acteur,m,singular,amphithéâtre,m,singular,dans,église,f,plural,derrière,True,1000,True,Normalize pre-verb pause and verb duration across conditions.
T038,1,R1_C01,R1_violation_SSP1PP2S_short,short,violation,"Dans les auditoriums, derrière l'église, l'acteur boivent un café.",False,boit,boivent,boire,lexical_3,acteur,m,singular,auditorium,m,plural,dans,église,f,singular,derrière,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T039,1,R1_C11,R1_violation_SSP1PP2P_medium,medium,violation,"Devant les avenues, l'artisan près des agences sont fiable.",False,est,sont,être,copula,artisan,m,singular,avenue,f,plural,devant,agence,f,plural,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T040,1,R1_C05,R1_grammatical_SPP1SP2S_short,short,grammatical,"Dans l'université, près de l'établissement, les économistes lisent un email.",False,lisent,lisent,lire,lexical_3,économiste,m,plural,université,f,singular,dans,établissement,m,singular,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T041,1,R1_C11,R1_violation_SSP1PP2P_short,short,violation,"Devant les avenues, près des agences, l'artisan sont fiable.",False,est,sont,être,copula,artisan,m,singular,avenue,f,plural,devant,agence,f,plural,près de,True,2000,True,Normalize pre-verb pause and verb duration across conditions.
T042,1,R1_C04,R1_grammatical_SPP1PP2P_medium,medium,grammatical,"Dans les immeubles, les éditrices près des agences sont fiables.",False,sont,sont,être,copula,éditrice,f,plural,immeuble,m,plural,dans,agence,f,plural,près de,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T043,1,R1_C07,R1_grammatical_SSP1PP2P_short,short,grammatical,"Dans les universités, devant les écoles, l'étudiante finit un article.",False,finit,finit,finir,lexical_2,étudiante,f,singular,université,f,plural,dans,école,f,plural,devant,True,1000,True,Normalize pre-verb pause and verb duration across conditions.
T044,1,R1_C02,R1_violation_SPP1PP2S_medium,medium,violation,"Dans les usines, les électriciens près de l'office finit un dossier.",False,finissent,finit,finir,lexical_2,électricien,m,plural,usine,f,plural,dans,office,m,singular,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T045,1,R1_C13,R1_grammatical_SSP1SP2S_short,short,grammatical,"Dans l'université, près de l'office, l'autrice lit un email.",False,lit,lit,lire,lexical_3,autrice,f,singular,université,f,singular,dans,office,m,singular,près de,True,2000,True,Normalize pre-verb pause and verb duration across conditions.
T046,1,R1_C04,R1_grammatical_SPP1PP2P_long,long,grammatical,Les éditrices dans les immeubles près des agences sont fiables.,False,sont,sont,être,copula,éditrice,f,plural,immeuble,m,plural,dans,agence,f,plural,près de,True,2000,True,Normalize pre-verb pause and verb duration across conditions.
T047,1,R1_C01,R1_violation_SSP1PP2S_medium,medium,violation,"Dans les auditoriums, l'acteur derrière l'église boivent un café.",False,boit,boivent,boire,lexical_3,acteur,m,singular,auditorium,m,plural,dans,église,f,singular,derrière,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T048,1,R1_C16,R1_violation_SPP1PP2P_medium,medium,violation,"Dans les arènes, les orateurs près des observatoires est fiables.",False,sont,est,être,copula,orateur,m,plural,arène,f,plural,dans,observatoire,m,plural,près de,True,1750,True,Normalize pre-verb pause and verb duration across conditions.
T049,2,R2_C02,R2_violation_SPP1PP2S_long,long,violation,Les écrivaines dans les auditoriums près de l'établissement est attentives.,False,sont,est,être,copula,écrivaine,f,plural,auditorium,m,plural,dans,établissement,m,singular,près de,True,1750,True,Normalize pre-verb pause and verb duration across conditions.
T050,2,R2_C16,R2_grammatical_SSP1PP2P_medium,medium,grammatical,"Dans les établissements, l'étudiante devant les écoles finit un exercice.",False,finit,finit,finir,lexical_2,étudiante,f,singular,établissement,m,plural,dans,école,f,plural,devant,True,2000,True,Normalize pre-verb pause and verb duration across conditions.
T051,2,R2_C09,R2_grammatical_SSP1SP2P_medium,medium,grammatical,"Dans l'office, l'éditeur près des agences est calme.",False,est,est,être,copula,éditeur,m,singular,office,m,singular,dans,agence,f,plural,près de,True,1000,True,Normalize pre-verb pause and verb duration across conditions.
T052,2,R2_C11,R2_grammatical_SPP1SP2S_short,short,grammatical,"Dans l'agence, près de l'office, les avocats lisent un email.",False,lisent,lisent,lire,lexical_3,avocat,m,plural,agence,f,singular,dans,office,m,singular,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T053,2,R2_C14,R2_violation_SPP1SP2S_medium,medium,violation,"Dans l'amphithéâtre, les orateurs près de l'arène est sereins.",False,sont,est,être,copula,orateur,m,plural,amphithéâtre,m,singular,dans,arène,f,singular,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T054,2,R2_C06,R2_violation_SPP1SP2P_long,long,violation,Les électriciennes dans l'usine près des agences est concentrées.,False,sont,est,être,copula,électricienne,f,plural,usine,f,singular,dans,agence,f,plural,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T055,2,R2_C10,R2_grammatical_SSP1SP2S_short,short,grammatical,"Dans l'institut, près de l'entrée, l'étudiant est attentif.",False,est,est,être,copula,étudiant,m,singular,institut,m,singular,dans,entrée,f,singular,près de,True,1750,True,Normalize pre-verb pause and verb duration across conditions.
T056,2,R2_C10,R2_grammatical_SSP1SP2S_long,long,grammatical,L'étudiant dans l'institut près de l'entrée est attentif.,False,est,est,être,copula,étudiant,m,singular,institut,m,singular,dans,entrée,f,singular,près de,True,1750,True,Normalize pre-verb pause and verb duration across conditions.
T057,2,R2_C08,R2_violation_SSP1PP2P_long,long,violation,L'étudiant dans les écoles devant les établissements lisent un article.,False,lit,lisent,lire,lexical_3,étudiant,m,singular,école,f,plural,dans,établissement,m,plural,devant,True,1750,True,Normalize pre-verb pause and verb duration across conditions.
T058,2,R2_C05,R2_grammatical_SPP1PP2S_short,short,grammatical,"Dans les auditoriums, devant l'établissement, les écrivaines lisent un article.",False,lisent,lisent,lire,lexical_3,écrivaine,f,plural,auditorium,m,plural,dans,établissement,m,singular,devant,True,1750,True,Normalize pre-verb pause and verb duration across conditions.
T059,2,R2_C07,R2_violation_SSP1SP2P_short,short,violation,"Dans l'amphithéâtre, près des observatoires, l'organisatrice sont sereine.",False,est,sont,être,copula,organisatrice,f,singular,amphithéâtre,m,singular,dans,observatoire,m,plural,près de,True,1000,True,Normalize pre-verb pause and verb duration across conditions.
T060,2,R2_C03,R2_violation_SSP1SP2S_medium,medium,violation,"Devant l'église, l'organisatrice près de l'amphithéâtre boivent un café.",False,boit,boivent,boire,lexical_3,organisatrice,f,singular,église,f,singular,devant,amphithéâtre,m,singular,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T061,2,R2_C01,R2_grammatical_SPP1PP2P_medium,medium,grammatical,"Devant les avenues, les usagères près des agences sont attentives.",False,sont,sont,être,copula,usagère,f,plural,avenue,f,plural,devant,agence,f,plural,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T062,2,R2_C16,R2_grammatical_SSP1PP2P_short,short,grammatical,"Dans les établissements, devant les écoles, l'étudiante finit un exercice.",False,finit,finit,finir,lexical_2,étudiante,f,singular,établissement,m,plural,dans,école,f,plural,devant,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T063,2,R2_C15,R2_violation_SPP1PP2P_short,short,violation,"Devant les avenues, près des agences, les oncles choisit un trajet.",False,choisissent,choisit,choisir,lexical_2,oncle,m,plural,avenue,f,plural,devant,agence,f,plural,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T064,2,R2_C09,R2_grammatical_SSP1SP2P_short,short,grammatical,"Dans l'office, près des agences, l'éditeur est calme.",False,est,est,être,copula,éditeur,m,singular,office,m,singular,dans,agence,f,plural,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T065,2,R2_C13,R2_violation_SSP1PP2S_long,long,violation,L'éditeur dans les immeubles près de l'établissement sont fiable.,False,est,sont,être,copula,éditeur,m,singular,immeuble,m,plural,dans,établissement,m,singular,près de,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T066,2,R2_C06,R2_violation_SPP1SP2P_medium,medium,violation,"Dans l'usine, les électriciennes près des agences est concentrées.",False,sont,est,être,copula,électricienne,f,plural,usine,f,singular,dans,agence,f,plural,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T067,2,R2_C14,R2_violation_SPP1SP2S_long,long,violation,Les orateurs dans l'amphithéâtre près de l'arène est sereins.,False,sont,est,être,copula,orateur,m,plural,amphithéâtre,m,singular,dans,arène,f,singular,près de,True,1000,True,Normalize pre-verb pause and verb duration across conditions.
T068,2,R2_C02,R2_violation_SPP1PP2S_medium,medium,violation,"Dans les auditoriums, les écrivaines près de l'établissement est attentives.",False,sont,est,être,copula,écrivaine,f,plural,auditorium,m,plural,dans,établissement,m,singular,près de,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T069,2,R2_C04,R2_grammatical_SPP1SP2P_short,short,grammatical,"Devant l'avenue, près des agences, les usagères choisissent un trajet.",False,choisissent,choisissent,choisir,lexical_2,usagère,f,plural,avenue,f,singular,devant,agence,f,plural,près de,True,2000,True,Normalize pre-verb pause and verb duration across conditions.
T070,2,R2_C13,R2_violation_SSP1PP2S_medium,medium,violation,"Dans les immeubles, l'éditeur près de l'établissement sont fiable.",False,est,sont,être,copula,éditeur,m,singular,immeuble,m,plural,dans,établissement,m,singular,près de,True,1750,True,Normalize pre-verb pause and verb duration across conditions.
T071,2,R2_C06,R2_violation_SPP1SP2P_short,short,violation,"Dans l'usine, près des agences, les électriciennes est concentrées.",False,sont,est,être,copula,électricienne,f,plural,usine,f,singular,dans,agence,f,plural,près de,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T072,2,R2_C15,R2_violation_SPP1PP2P_medium,medium,violation,"Devant les avenues, les oncles près des agences choisit un trajet.",False,choisissent,choisit,choisir,lexical_2,oncle,m,plural,avenue,f,plural,devant,agence,f,plural,près de,True,1750,True,Normalize pre-verb pause and verb duration across conditions.
T073,2,R2_C04,R2_grammatical_SPP1SP2P_long,long,grammatical,Les usagères devant l'avenue près des agences choisissent un trajet.,False,choisissent,choisissent,choisir,lexical_2,usagère,f,plural,avenue,f,singular,devant,agence,f,plural,près de,True,2000,True,Normalize pre-verb pause and verb duration across conditions.
T074,2,R2_C03,R2_violation_SSP1SP2S_short,short,violation,"Devant l'église, près de l'amphithéâtre, l'organisatrice boivent un café.",False,boit,boivent,boire,lexical_3,organisatrice,f,singular,église,f,singular,devant,amphithéâtre,m,singular,près de,True,1000,True,Normalize pre-verb pause and verb duration across conditions.
T075,2,R2_C11,R2_grammatical_SPP1SP2S_long,long,grammatical,Les avocats dans l'agence près de l'office lisent un email.,False,lisent,lisent,lire,lexical_3,avocat,m,plural,agence,f,singular,dans,office,m,singular,près de,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T076,2,R2_C15,R2_violation_SPP1PP2P_long,long,violation,Les oncles devant les avenues près des agences choisit un trajet.,False,choisissent,choisit,choisir,lexical_2,oncle,m,plural,avenue,f,plural,devant,agence,f,plural,près de,True,2000,True,Normalize pre-verb pause and verb duration across conditions.
T077,2,R2_C01,R2_grammatical_SPP1PP2P_long,long,grammatical,Les usagères devant les avenues près des agences sont attentives.,False,sont,sont,être,copula,usagère,f,plural,avenue,f,plural,devant,agence,f,plural,près de,True,2000,True,Normalize pre-verb pause and verb duration across conditions.
T078,2,R2_C07,R2_violation_SSP1SP2P_long,long,violation,L'organisatrice dans l'amphithéâtre près des observatoires sont sereine.,False,est,sont,être,copula,organisatrice,f,singular,amphithéâtre,m,singular,dans,observatoire,m,plural,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T079,2,R2_C12,R2_grammatical_SSP1PP2S_short,short,grammatical,"Dans les universités, devant l'établissement, l'éditeur finit un exercice.",False,finit,finit,finir,lexical_2,éditeur,m,singular,université,f,plural,dans,établissement,m,singular,devant,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T080,2,R2_C10,R2_grammatical_SSP1SP2S_medium,medium,grammatical,"Dans l'institut, l'étudiant près de l'entrée est attentif.",False,est,est,être,copula,étudiant,m,singular,institut,m,singular,dans,entrée,f,singular,près de,True,1000,True,Normalize pre-verb pause and verb duration across conditions.
T081,2,R2_C03,R2_violation_SSP1SP2S_long,long,violation,L'organisatrice devant l'église près de l'amphithéâtre boivent un café.,False,boit,boivent,boire,lexical_3,organisatrice,f,singular,église,f,singular,devant,amphithéâtre,m,singular,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T082,2,R2_C14,R2_violation_SPP1SP2S_short,short,violation,"Dans l'amphithéâtre, près de l'arène, les orateurs est sereins.",False,sont,est,être,copula,orateur,m,plural,amphithéâtre,m,singular,dans,arène,f,singular,près de,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T083,2,R2_C01,R2_grammatical_SPP1PP2P_short,short,grammatical,"Devant les avenues, près des agences, les usagères sont attentives.",False,sont,sont,être,copula,usagère,f,plural,avenue,f,plural,devant,agence,f,plural,près de,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T084,2,R2_C11,R2_grammatical_SPP1SP2S_medium,medium,grammatical,"Dans l'agence, les avocats près de l'office lisent un email.",False,lisent,lisent,lire,lexical_3,avocat,m,plural,agence,f,singular,dans,office,m,singular,près de,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T085,2,R2_C05,R2_grammatical_SPP1PP2S_long,long,grammatical,Les écrivaines dans les auditoriums devant l'établissement lisent un article.,False,lisent,lisent,lire,lexical_3,écrivaine,f,plural,auditorium,m,plural,dans,établissement,m,singular,devant,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T086,2,R2_C08,R2_violation_SSP1PP2P_medium,medium,violation,"Dans les écoles, l'étudiant devant les établissements lisent un article.",False,lit,lisent,lire,lexical_3,étudiant,m,singular,école,f,plural,dans,établissement,m,plural,devant,True,1000,True,Normalize pre-verb pause and verb duration across conditions.
T087,2,R2_C07,R2_violation_SSP1SP2P_medium,medium,violation,"Dans l'amphithéâtre, l'organisatrice près des observatoires sont sereine.",False,est,sont,être,copula,organisatrice,f,singular,amphithéâtre,m,singular,dans,observatoire,m,plural,près de,True,2000,True,Normalize pre-verb pause and verb duration across conditions.
T088,2,R2_C02,R2_violation_SPP1PP2S_short,short,violation,"Dans les auditoriums, près de l'établissement, les écrivaines est attentives.",False,sont,est,être,copula,écrivaine,f,plural,auditorium,m,plural,dans,établissement,m,singular,près de,True,2000,True,Normalize pre-verb pause and verb duration across conditions.
T089,2,R2_C12,R2_grammatical_SSP1PP2S_medium,medium,grammatical,"Dans les universités, l'éditeur devant l'établissement finit un exercice.",False,finit,finit,finir,lexical_2,éditeur,m,singular,université,f,plural,dans,établissement,m,singular,devant,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
T090,2,R2_C04,R2_grammatical_SPP1SP2P_medium,medium,grammatical,"Devant l'avenue, les usagères près des agences choisissent un trajet.",False,choisissent,choisissent,choisir,lexical_2,usagère,f,plural,avenue,f,singular,devant,agence,f,plural,près de,True,1000,True,Normalize pre-verb pause and verb duration across conditions.
T091,2,R2_C09,R2_grammatical_SSP1SP2P_long,long,grammatical,L'éditeur dans l'office près des agences est calme.,False,est,est,être,copula,éditeur,m,singular,office,m,singular,dans,agence,f,plural,près de,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T092,2,R2_C16,R2_grammatical_SSP1PP2P_long,long,grammatical,L'étudiante dans les établissements devant les écoles finit un exercice.,False,finit,finit,finir,lexical_2,étudiante,f,singular,établissement,m,plural,dans,école,f,plural,devant,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T093,2,R2_C12,R2_grammatical_SSP1PP2S_long,long,grammatical,L'éditeur dans les universités devant l'établissement finit un exercice.,False,finit,finit,finir,lexical_2,éditeur,m,singular,université,f,plural,dans,établissement,m,singular,devant,True,1750,True,Normalize pre-verb pause and verb duration across conditions.
T094,2,R2_C05,R2_grammatical_SPP1PP2S_medium,medium,grammatical,"Dans les auditoriums, les écrivaines devant l'établissement lisent un article.",False,lisent,lisent,lire,lexical_3,écrivaine,f,plural,auditorium,m,plural,dans,établissement,m,singular,devant,True,1750,True,Normalize pre-verb pause and verb duration across conditions.
T095,2,R2_C13,R2_violation_SSP1PP2S_short,short,violation,"Dans les immeubles, près de l'établissement, l'éditeur sont fiable.",False,est,sont,être,copula,éditeur,m,singular,immeuble,m,plural,dans,établissement,m,singular,près de,True,1250,True,Normalize pre-verb pause and verb duration across conditions.
T096,2,R2_C08,R2_violation_SSP1PP2P_short,short,violation,"Dans les écoles, devant les établissements, l'étudiant lisent un article.",False,lit,lisent,lire,lexical_3,étudiant,m,singular,école,f,plural,dans,établissement,m,plural,devant,True,1500,True,Normalize pre-verb pause and verb duration across conditions.
